"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path"
false,"[]","Bonnie Aarons is an actress and writer, known for The Conjuring 2 (2016), The Fighter (2010) and Mulholland Dr. (1999).","1979-06-03",,1,,87287,"nm0007491","Acting","Bonnie Aarons","Los Angeles, California, USA",12.105,"/iEtWuoXKx4ZKbIWwJp1V76Heavy.jpg"
false,"[]","Jonas Bloquet (born 10 July, 1992) is a Belgian actor, known for his roles as Vincent Leblanc in Elle (2016), for which he was nominated for a César Award for Most Promising Actor, and Maurice ""Frenchie"" Theriault in The Nun (2018).","1992-07-10",,2,,566080,"nm2997552","Acting","Jonas Bloquet","Brussels, Belgium",12.801,"/pzQAv6ghx5hc4gSpxHII0oUzqkL.jpg"
false,"[""테이사 파미가"",""Таисса Фармига"",""Τάισα Φαρμίγκα""]","Taissa Farmiga (born August 17, 1994) is an American actress. She began her career on film in the drama Higher Ground (2011), and subsequently made her television debut in the FX series American Horror Story: Murder House (2011). Farmiga made her stage debut in the Off-Broadway revival of the drama play Buried Child (2016). She is the younger sister of actress, Vera Farmiga.","1994-08-17",,1,,527313,"nm3920288","Acting","Taissa Farmiga","Readington, New Jersey, USA",24.983,"/kC2Movbs6uEF8DdDhvyHizQHuru.jpg"
false,"[""Demián Bichir Nájera"",""Demian Bichir"",""Damián Bechir "","" 데미안 비쉬어""]","Demián Bichir Nájera (August 1, 1963, height 5' 10"" (1,78 m)) is a Mexican actor. Both of his parents, Alejandro Bichir and Maricruz Nájera, and brothers Odiseo and Bruno Bichir are actors. He was married to singer Lisset Gutiérrez.

He started his acting career at the age of 14 in the telenovela Rina with Ofelia Medina. His second acting role was as an adult in Vivir enamorada both telenovelas were during his years with Televisa. The following year he obtained a role in his first movie, the American production Choices of the Heart. He then continued his acting roles in telenovelas with film productions of Mexico, Spain and the United States. His movie Sexo, pudor y lágrimas (1999) broke box-office records in Mexico becoming the #1 movie in the history of Mexican cinema until El crimen del Padre Amaro. The MTV Movie Awards-México created a special category ""Mejor Bichir en una Película"" (""Best Bichir in a movie"") because of the many films the Bichir siblings act in every year. He earned this award for Bendito infierno, in which he co-stars with Victoria Abril, Penélope Cruz and Gael García Bernal. His American debut occurred when he depicted Fidel Castro in Steven Soderbergh's 2008 biopic Che, on the life of revolutionary Che Guevara.

Recently he has been exposed to a wider American audience with his recurring role as Esteban Reyes, the corrupt mayor of Tijuana and love interest of Nancy Botwin in the fourth, fifth and sixth seasons of the Showtime comedy series Weeds.","1963-08-01",,2,,76961,"nm0065007","Acting","Demián Bichir","Mexico City, Distrito Federal, Mexico",5.997,"/sw8TqPQLbMMgLbkNNUIW649THWJ.jpg"
false,"[""Katherine Winn""]","​From Wikipedia, the free encyclopedia.  

Kitty Winn (born February 21, 1944) is an award-winning American actress.

Description above from the Wikipedia article Kitty Winn, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1944-02-21",,1,,57921,"nm0935345","Acting","Kitty Winn","Washington, D.C., U.S.",3.545,"/9qO3EfnwYkiuol2z8jzetCIR92f.jpg"
false,"[""Lee Colt"",""Leo Jacoby"",""Cpl. Lee Cobb"",""Lee Cobb"",""Ли Дж. Кобб""]","Lee J. Cobb (December 8, 1911 - February 11, 1976) ) was an American actor best known for his performance in 12 Angry Men (1957), his Academy Award-nominated performance in On the Waterfront, and one of his last films, The Exorcist (1973). He also played the role of Willy Loman in the original Broadway production of Arthur Miller's 1949 play Death of a Salesman under the direction of Elia Kazan. On television, Cobb costarred in the first four seasons of the popular, long-running western series The Virginian. He typically played arrogant, intimidating, and abrasive characters, but often had roles as respectable figures such as judges.  Born Leo Jacob in New York City, he grew up in The Bronx,  before studying at New York University and making his film debut in The Vanishing Shadow (1934).  Cobb performed in numerous theater productions and companies, including Group Theatre (New York) before serving in the First Motion Picture Unit of the Army Air Force during World War II.  

Following the war, Cobb returned to film, television and theater before being accused of being a Communist in 1951 testimony before the House Un-American Activities Committee by Larry Parks, himself a former Communist Party member. Cobb was called to testify before HUAC but refused to do so for two years until, with his career threatened by the blacklist, he relented in 1953 and gave testimony in which he named 20 people as former members of the Communist Party USA. Following the hearing he resumed his career and worked with Elia Kazan and Budd Schulberg, two other HUAC ""friendly witnesses"", on the 1954 film On the Waterfront, which is widely seen as an allegory and apologia for testifying.  His 1968 performance as King Lear achieved the longest run (72 performances) for the play in Broadway history.  One of his final film roles was that of police detective Lt. Kinderman in the 1973 horror film The Exorcist.

Cobb died of a heart attack in February 1976 in Woodland Hills, California, and was buried in Mount Sinai Memorial Park Cemetery in Los Angeles. He was survived by his second wife, Mary Hirsch, and daughter, also an accomplished actress, Julie Cobb.","1911-12-08","1976-02-11",2,,5248,"nm0002011","Acting","Lee J. Cobb","New York City, New York, USA",10.324,"/yxMxBvM0PZwu7YXQamG0kFwt9DZ.jpg"
false,"[""Linda Denise Blair""]","From Wikipedia, the free encyclopedia.

Linda Denise Blair (born January 22, 1959) is an American actress. Blair is best known for her role as the possessed child, Regan, in the 1973 acclaimed blockbuster The Exorcist, for which she was nominated for an Academy Award and two Golden Globes, winning one. She reprised her role in 1977's Exorcist II: The Heretic, a controversial sequel which had a poor response with both audiences and critics.

Description above from the Wikipedia article Linda Blair, licensed under CC-BY-SA, full list of contributors on Wikipedia","1959-01-22",,1,,37366,"nm0000304","Acting","Linda Blair","St. Louis, Missouri, USA",16.539,"/vQQ8tdweLIkHEVRNiMp5rCe94me.jpg"
false,"[""Ellen McRae"",""Edna Rae Gillooly"",""엘렌 버스틴"",""Эллен Бёрстин""]","Ellen Burstyn (born Edna Rae Gillooly; December 7, 1932) is an American actress. Known for her portrayal of complicated women in dramas, Burstyn is the recipient of various accolades, and is among the few performers to have won an Oscar, Emmy, and Tony (Triple Crown of Acting).

Born in Detroit, Michigan, Burstyn left school and worked as a dancer and model. She made her stage debut on Broadway in 1957 and soon started to make appearances in television shows. Stardom followed several years later with her acclaimed role in The Last Picture Show (1971), which earned her a nomination for the Academy Award for Best Supporting Actress. Her next appearance in The Exorcist (1973), earned her a nomination for the Academy Award for Best Actress. The film has remained popular and several publications have regarded it as one of the greatest horror films of all time. She followed this with Martin Scorsese's Alice Doesn't Live Here Anymore (1974), which won her the Academy Award for Best Actress.

She appeared in numerous television films and gained further recognition from her performances in Same Time, Next Year (1978), which won her a Golden Globe Award, and Resurrection (1980), How to Make an American Quilt (1995), and Requiem For a Dream (2000). For playing a lonely drug-addicted woman in the last one of these, she was again nominated for an Academy Award and a Screen Actors Guild Award. In the 2010s, she made appearances in television series including the political dramas, Political Animals and House of Cards, which have earned her Emmy Award nominations. Since 2000, she has been co-president of the Actors Studio, a drama school in New York City. In 2013, she was inducted into the American Theatre Hall of Fame for her work on stage.

Description above from the Wikipedia article Ellen Burstyn, licensed under CC-BY-SA, full list of contributors on Wikipedia","1932-12-07",,1,,9560,"nm0000995","Acting","Ellen Burstyn","Detroit, Michigan, USA",11.034,"/wjxo9Yw8ZoKewcRlHShfTIZGVQF.jpg"
false,"[""Steve Lang""]","​From Wikipedia, the free encyclopedia

Stephen Lang (born July 11, 1952) is an American actor and playwright. He started in theatre on Broadway but is well known for his film portrayals of Stonewall Jackson in Gods and Generals (2003), George Pickett in Gettysburg (1993), and his 2009 roles as Colonel Miles Quaritch in Avatar and as Texan lawman Charles Winstead in Public Enemies. Lang was the co-artistic director (along with Carlin Glynn and Lee Grant) of the famed Actor's Studio at its headquarters in New York City from 2004 to 2006.

Description above from the Wikipedia article Stephen Lang (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia.","1952-07-11",,2,,32747,"nm0002332","Acting","Stephen Lang","New York City, New York, USA",27.077,"/xEBuFWrCKDQD6r6CZK71GYIc4UW.jpg"
false,"[""시고니 위버"",""Сигурни Уивер"",""Susan Alexandra Weaver"",""Σιγκούρνι Γουίβερ"",""Сіґурні Вівер"",""西格妮·韦弗""]","Susan Alexandra ""Sigourney"" Weaver (born October 8, 1949) is an American actress. Weaver is considered to be a pioneer of action heroines in science fiction films. She is known for her role as Ellen Ripley in the Alien franchise, which earned her an Academy Award nomination in 1986 and is often regarded as one of the most significant female protagonists in cinema history.

A seven-time Golden Globe Award nominee, Weaver won both Best Actress in Drama and Best Supporting Actress in 1988 for her work in the films Gorillas in the Mist and Working Girl, becoming the first person to win two acting Golden Globes in the same year. She also received Academy Award nominations for both films. For her role in the film The Ice Storm (1997), she won the BAFTA Award for Best Actress in a Supporting Role. She also received a Tony Award nomination for her work in the 1984 Broadway play Hurlyburly.

Weaver's other film roles include Ghostbusters (1984), Ghostbusters II (1989), Dave (1993), Galaxy Quest (1999), Holes (2003), WALL-E (2008), Avatar (2009), Prayers for Bobby (2009), Paul (2011), The Cabin in the Woods (2012), and A Monster Calls (2016); and the television miniseries Political Animals (2012) and The Defenders (2017).

Description above from the Wikipedia article Sigourney Weaver, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1949-10-08",,1,,10205,"nm0000244","Acting","Sigourney Weaver","Manhattan, New York City, New York, USA",23.657,"/6JWqXaPEg2kC1gpRAgJLWIbhooj.jpg"
false,"[""Zoë Saldana"",""Zoe Saldaña"",""Zoë Saldaña"",""زوي سالدانا"",""ゾーイ・サルダナ"",""Зои Салдана"",""โซอี ซัลดานา"",""佐伊·索尔达娜"",""Ζόι Σαλντάνα"",""조 샐다나""]","Zoë Yadira Saldana was born June 19, 1978 in Passaic NJ to a Puerto Rican mother and Dominican father. Her family relocated to the Dominican Republic when she was ten years old. There she practiced ballet at one of the most prestigious dance schools in the country. Saldana returned to New York at age 17, where she began involving herself in theatre groups such as Faces and the New York Youth Theatre. Her ballet training helped land her first on-screen part as Eva in the dance film, Center Stage (2000). The actress’ career continued to flourish with roles in Pirates of The Caribbean: The Curse of the Black Pearl (2003) with Johnny Depp, The Terminal (2004) starring Tom Hanks, and Guess Who (2005) opposite Ashton Kutcher. Saldana continues to act and model with editorial features in Elle, Vanity Fair, V, GQ Italia, and Nylon.

Saldana is most known for portraying Gamora in the Marvel Cinematic Universe. She has portrayed the character in Guardians of the Galaxy (2014), Guardians of the Galaxy Vol. 2 (2017), Avengers: Infinity War (2018), and Avengers: Endgame (2019).","1978-06-19",,1,"http://www.zoesaldana.com/",8691,"nm0757855","Acting","Zoe Saldana","Passaic, New Jersey, USA",35.198,"/aGb3JzoumA89gRFwbJYAxFm5Qdk.jpg"
false,"[""Kevin R. McNally"",""케빈 맥널리 "",""Kevin Sperring""]","Kevin McNally was born on April 27, 1956, in Bristol, England. He grew up in Birmingham where he attended Redhill and Mapledene Junior schools and Central Grammar School for Boys. At the age of 16, he got his first job at Birmingham Repertory Theatre. A year later he received a scholarship to the Royal Academy of Dramatic Art. In 1975 he won the Best Actor Bancroft Gold Medal for his stage performance. McNally's most notable stage performances in London's West End include his appearance as Alan Bennett opposite Maggie Smith in 'The Lady in the Van' and opposite Juliette Binoche in 'Naked'. He also starred as Richard in Terry Johnson's 'Dead Funny' at the Savoy Theatre.

Since 1976 McNally has been involved in numerous TV productions beginning with his portrayal of the Roman ruler Castor, son of Tiberius, in the acclaimed BBC history series I, Claudius (1976) and his portrayal of Drake Carne in the popular series Poldark (1975). His career on television ascended after his work in Masada (1981) and in the cult TV series Doctor Who: The Twin Dilemma (1984). During the 1980s and 1990s McNally established himself as a reputable and versatile actor on both the British and American TV. He played a broad variety of leading and supporting characters ranging from the Soviet politician Kirov in Stalin (1992) to homicide detective Jack Taylor in Chiller (1995), and from an insecure son, Alan Hook, in TV series Dad (1997) to a convicted murderer James Hopkin in Bloodlines (2005). His portrayal of Frank Worsley in Shackleton (2002) as well as the role of Harry Woolf in Life on Mars (2006)  are among his best known works for television.  Between 2011 - 2012 he appeared in three episodes of Downton Abbey as Horrace Bryant.

In 1977 McNally made his big screen debut as HMS Ranger Crewman in the James Bond adventure The Spy Who Loved Me (1977). After having played bit parts in more than twenty feature films, McNally shot to international fame as pirate Joshamee Gibbs, his best known film role, in Pirates of the Caribbean: The Curse of the Black Pearl (2003) and the sequel Pirates of the Caribbean: Dead Man's Chest (2006). He returned in the role Joshamee Gibbs in the third installment of the 'Pirates' franchise Pirates of the Caribbean: At World's End (2007).

Kevin McNally has been enjoying a happy family life with Scottish actress Phyllis Logan and his two children. He resides with his family in Chiswick, London, England.","1956-04-27",,2,,2449,"nm0573618","Acting","Kevin McNally","Bristol, England, UK",10.043,"/1QvG7MbfeWxb4LlZrlR4OtwvB8v.jpg"
